12955098;444;0;-5.0151;5.64199;71
12955184;445;0;-5.05252;5.72619;57
12955383;447;0;-5.41954;6.18798;43
12955582;449;0;-4.92358;5.6008;80
12955783;451;0;-4.88882;5.52022;76
12955983;453;0;-5.42073;5.64199;92
12956184;455;0;-5.39947;5.6008;60
12966735;560;0;0.127195;2.78011;125
12966782;561;0;0.051525;2.62777;91
12966982;563;0;-0.189419;2.76011;107
12967183;565;0;-0.349891;2.23055;70
12968381;577;0;-0.383213;2.5492;214
12968793;579;0;-0.464059;2.49127;164
12969323;582;0;-0.683091;2.6459;267
12969941;587;0;-0.941462;2.77007;238
12969941;587;3;-5.15117;5.94814;157
12971410;607;0;-2.28836;2.6829;215
12971713;608;0;-2.3585;2.6829;211
12972159;611;0;-2.20848;2.34651;69
12992605;818;0;-4.8676;5.64199;85
12993275;820;0;-4.82797;5.72619;80
12994597;839;0;-4.55918;5.3658;147
12994899;840;0;-4.88882;5.52022;181
12995262;843;0;-5.37065;5.72619;44
13037372;1267;0;-7.43618;8.81966;72
13072508;1618;0;0.956828;3.36539;396
13073044;1619;0;0.983136;3.38022;427
13073624;1625;0;1.38309;3.44085;534
13073624;1628;8;0.588729;2.22409;204
13074717;1637;0;1.65547;3.72481;198
13074717;1637;8;0.765778;2.29734;70
13075145;1641;0;1.60582;3.77985;93
13075910;1652;8;0.51149;3.81746;72
13078594;1679;0;-2.16306;2.45147;85
13078980;1681;0;-2.53367;2.66427;54
13124995;2143;0;0.291139;2.87382;144
13125629;2144;0;0.182542;2.93989;135
13126361;2157;0;-0.434169;2.71134;133
13440530;228;0;-7.3046;8.34033;97
13440610;229;0;-7.84715;9.02718;81
13440814;231;0;-7.27189;8.52567;82
13441017;232;0;-7.24403;8.52567;59
13490626;729;0;0.694767;2.44366;127
13490804;731;0;0.529453;2.25018;180
13491012;733;0;0.53848;2.45933;92
13491230;734;0;0.453668;2.52405;85
13491420;736;0;0.218048;2.38295;135
13491632;738;0;0.0576448;2.93989;57
13493212;754;0;-1.52209;2.98564;206
13493212;756;2;-0.0347066;2.65505;138
13493399;757;0;-1.72394;2.82099;125
13493399;757;2;-0.106704;2.72096;87
13493646;759;2;-0.340429;2.54076;89
13493830;760;2;-0.397877;2.8314;121
13494021;762;2;-0.673966;3.03285;88
13494255;764;2;-0.848859;2.98564;120
13494454;766;2;-1.07762;3.1707;170
13494630;768;0;-2.80804;3.1707;144
13494630;768;2;-1.35514;3.26515;112
13494823;770;0;-2.97383;3.1707;167
13494823;770;2;-1.58134;3.45635;68
13496123;784;0;-2.10441;2.46723;69
13496246;785;0;-2.05891;2.45147;97
13496435;786;0;-2.09766;2.45933;74
13496630;788;0;-2.16782;2.47519;46
13496829;790;0;-2.26156;2.4282;89
13565600;1479;0;-5.67498;6.73079;110
13565803;1481;0;-5.20161;6.3414;77
13566011;1483;0;-4.49629;5.29179;52
13566222;1484;0;-4.99768;5.32854;75
13566415;1486;0;-4.74401;5.18453;45
13569183;1514;0;-6.73079;8.07695;55
13654625;2369;0;-2.44923;2.5492;65
13654800;2370;0;-2.55063;2.6368;56
13655011;2373;0;-2.31226;2.39037;49
13675189;2575;0;-1.7537;2.4282;101
13675377;2577;0;-1.73947;2.30423;101
13675615;2579;0;-1.89614;2.36824;162
13675810;2580;0;-1.88252;2.27688;123
13676003;2582;0;-2.02533;2.27015;119
13676216;2584;0;-2.02816;2.25679;162
13676398;2586;0;-2.13329;2.29048;109
13676599;2588;0;-2.42078;2.65505;137
13676802;2590;0;-2.48143;2.66427;113
13677790;2600;0;-2.22725;2.31816;102
13677990;2603;0;-2.1622;2.29734;78
13678223;2605;0;-2.1622;2.29734;67
13679210;2614;8;-2.35286;2.49127;134
13679398;2616;8;-2.30854;2.4359;141
13679598;2618;8;-2.44178;2.51577;107
13680996;2633;0;-2.81864;2.88462;195
13681197;2634;0;-2.75738;2.8314;165
13681416;2637;0;-2.69765;2.77007;69
13681604;2638;0;-2.66817;2.73064;60
13681813;2640;0;-3.06591;3.10652;58
13681998;2642;0;-2.81035;2.89551;43
13683996;2662;0;-3.64398;3.77985;105
13684207;2664;0;-3.86918;4.12532;46
13690384;2727;0;-2.90188;3.09399;117
13690609;2729;0;-2.81977;2.98564;75
13690805;2730;0;-2.91879;3.06924;42
13693205;2755;0;-6.51963;7.6731;84
13695604;2778;0;-6.18241;6.61474;148
13695820;2780;0;-6.151;6.55821;149
13696035;2782;0;-5.70076;5.99461;125
13696207;2784;0;-5.30583;5.56022;104
13696405;2786;0;-5.52415;5.76925;88
13696609;2788;0;-6.35534;6.61474;81
13697376;2796;0;-6.78649;7.03954;51
13908951;4912;0;-2.13514;2.53238;134
13911560;4938;0;-2.09988;2.35371;155
13911748;4941;0;-2.14298;2.72096;81
13911997;4943;0;-1.88962;2.74039;74
13912168;4944;0;-1.76424;2.74039;93
13912370;4946;0;-1.40761;2.35371;87
13912575;4948;0;-1.36532;2.73064;69
13913172;4955;15;-1.54595;2.26345;71
13914160;4964;15;-1.97469;3.19712;62
13914360;4967;15;-1.6717;2.50755;86
13914590;4969;15;-1.70861;2.42054;109
13914770;4970;15;-1.81695;2.51577;74
13914969;4972;15;-2.08503;2.81066;121
13915168;4974;15;-2.11403;2.8004;133
13915380;4976;15;-1.87662;2.47519;113
13915569;4978;15;-1.92245;2.5577;71
13915772;4980;15;-1.83663;2.56625;74
13915969;4982;15;-1.90972;2.54076;57
13917368;4996;0;-2.8224;3.44085;49
13917572;4998;0;-1.86769;2.6459;108
13917768;5000;0;-1.75443;2.61881;71
13917969;5002;0;-1.76136;2.65505;95
13918168;5004;0;-1.78372;2.6368;88
13918372;5006;0;-1.73533;2.65505;108
13918969;5012;0;-2.10176;3.18386;90
13919171;5014;0;-2.13192;3.10652;88
13919342;5016;0;-2.09815;3.13188;72
13919555;5019;0;-1.84191;2.79022;65
13919793;5021;0;-1.94164;2.98564;65
13919969;5022;0;-2.18189;3.32169;51
13920168;5024;0;-2.06924;3.11915;59
13920375;5026;0;-2.14933;3.04488;49
13920569;5028;0;-1.81939;2.88462;44
13920769;5030;0;-1.40587;2.51577;52
13920973;5032;0;-1.45788;2.5492;159
13921180;5034;0;-1.58841;2.73064;151
13921963;5042;0;-1.33795;2.71134;131
13921963;5042;15;-3.16675;3.95521;101
13922150;5045;0;-1.15855;2.4282;82
13922150;5045;15;-2.91518;3.77985;144
13922400;5047;0;-1.27547;2.65505;82
13922400;5047;15;-2.91924;3.81746;138
13922600;5048;0;-1.30713;2.72096;74
13922600;5048;15;-2.33235;3.3507;155
13922770;5050;0;-1.34168;2.8314;40
13922770;5050;15;-2.1698;3.13188;136
13922999;5052;0;-1.46189;3.10652;66
13922999;5052;15;-2.30307;3.29318;118
13923189;5054;15;-2.70958;3.63654;88
13923395;5056;15;-2.20543;3.08157;91
13923568;5058;15;-1.66899;2.49127;118
13923807;5060;15;-1.6854;2.51577;84
13924749;5070;0;-1.35392;2.45147;137
13924953;5073;0;-1.42534;2.69232;78
13925167;5075;0;-1.32455;3.09399;76
13925367;5076;0;-1.1708;2.82099;65
13925562;5078;0;-1.38894;2.85245;89
13925776;5080;0;-1.57811;2.96259;64
13925988;5082;0;-1.14929;2.90648;65
13926168;5084;0;-0.946907;2.6829;61
13926168;5085;15;-2.05071;3.10652;79
13926378;5086;0;-1.04654;3.1707;53
13926378;5086;15;-2.02255;3.15765;77
13927362;5096;0;-0.856672;2.73064;74
13927362;5096;15;-1.6682;3.2105;85
13927562;5099;0;-0.523965;2.8631;60
13927562;5099;15;-1.57526;3.2791;197
13927785;5101;0;-0.439757;2.8631;310
13927785;5101;15;-1.5194;3.25131;227
13927971;5102;0;-0.43329;2.82099;275
13927971;5102;15;-1.46009;3.23759;227
13928174;5104;0;-0.40713;2.8314;212
13928174;5104;15;-1.36037;3.10652;247
13928384;5106;0;-0.376592;2.81066;167
13928384;5106;15;-1.34719;3.00906;158
13928596;5108;0;-0.408638;2.84189;163
13928596;5108;15;-1.24442;2.8631;105
13928770;5110;0;-0.429308;2.98564;159
13928770;5110;15;-1.25377;2.97407;133
13928970;5112;0;-0.414634;3.02091;169
13928970;5112;15;-1.11021;2.92866;95
13929180;5114;0;-0.0999024;3.05701;125
13929180;5114;15;-1.05279;2.92866;111
13929180;5114;17;0.172651;2.51577;47
13929387;5116;15;-0.915303;2.91753;164
13929556;5118;15;-0.785816;2.7018;163
13929757;5120;15;-0.814727;2.77007;55
13930158;5125;0;-0.171857;2.39037;135
13930356;5127;0;-0.151463;2.57487;103
13930581;5129;0;-0.144503;2.60105;139
13930778;5130;0;-0.155578;2.8004;124
13930983;5132;0;-0.0168292;2.57487;115
13931179;5134;0;0.0406081;3.10652;162
13931377;5136;0;0.0495563;3.03285;131
13931577;5138;0;0.155578;2.8004;117
13931769;5140;0;0.236561;2.89551;81
13982843;5652;0;-2.05093;2.36824;80
13982953;5653;0;-2.09722;2.32518;103
13983167;5655;0;-2.12404;2.25679;101
13983360;5656;0;-2.12807;2.27688;82
13983560;5658;0;-2.0383;2.2436;63
14034763;6170;0;-4.54266;5.56022;56
14064459;6468;0;-4.55318;5.04809;60
14064550;6469;0;-4.82221;5.3658;62
14064750;6470;0;-5.89274;6.39425;45
14100970;6832;0;-4.37962;5.25555;93
14101124;6834;0;-4.93794;5.90238;82
14101335;6837;0;-4.63897;5.48079;63
14101582;6839;0;-4.72852;5.48079;48
14101757;6840;0;-4.54818;5.29179;40
14107750;6901;0;-4.51728;5.64199;43
14107958;6902;0;-4.4804;5.64199;40
14108162;6904;0;-4.25038;5.44192;85
14108381;6906;0;-4.32958;5.52022;77
14108567;6908;0;-4.41109;5.6008;61
14108756;6910;0;-4.3973;5.56022;63
14114149;6964;0;-6.05597;7.23877;76
14114363;6966;0;-5.18478;5.76925;79
14114559;6968;0;-5.47649;6.13848;122
14114755;6970;0;-5.54087;6.18798;79
14114957;6972;0;-5.45292;6.08976;50
14116037;6984;0;-5.41312;6.08976;100
14116134;6985;0;-5.14609;5.72619;87
14116366;6987;0;-4.94294;5.52022;115
14116557;6988;0;-5.32854;5.99461;117
14116755;6990;0;-5.37618;6.13848;70
14116948;6992;0;-5.10465;5.48079;91
14117162;6994;0;-4.86052;5.25555;84
14117354;6996;0;-5.10217;5.32854;60
14117554;6998;0;-4.86364;5.14973;65
14117759;7000;0;-5.10339;5.40359;74
14118524;7008;25;-3.79048;5.94814;107
14118841;7012;0;-4.73648;5.0151;74
14118984;7013;0;-5.0151;5.29179;80
14119149;7014;0;-5.26949;5.56022;65
14119353;7016;0;-5.96057;6.28943;45
14119754;7021;25;-3.09442;5.44192;115
14119955;7022;25;-3.08483;5.52022;86
14121752;7041;0;-1.05526;3.19712;209
14121938;7042;0;-0.909111;3.05701;191
14122154;7044;0;-0.69232;2.58354;77
14125545;7078;0;-4.97795;5.68378;44
14125761;7080;0;-5.58886;6.50263;69
14125954;7082;0;-5.89613;6.9127;96
14126153;7084;0;-6.4444;7.6731;82
14127278;7096;0;-6.35577;7.59713;69
14127323;7097;0;-6.53482;7.75061;65
14127532;7099;0;-5.9583;7.03954;67
14136121;7185;0;-0.100637;2.56625;89
14136341;7186;0;-0.146071;2.4832;97
14136562;7188;0;-0.280565;2.6829;69
14136775;7190;0;-0.475287;2.50755;121
14136944;7192;0;-0.613549;2.72096;94
14137142;7194;0;-0.560295;2.81066;68
14137342;7196;0;-0.726569;2.71134;93
14138740;7211;0;-1.66163;3.08157;160
14138943;7212;0;-1.67813;2.95119;171
14139144;7214;0;-1.76457;2.84189;120
14139342;7216;0;-2.04319;2.84189;141
14139545;7218;0;-2.1669;2.89551;74
14139741;7220;0;-2.16645;2.82099;74
14139947;7222;0;-1.86518;2.36824;94
14140730;7230;0;-2.15469;2.29734;106
14140934;7233;0;-2.17721;2.29734;139
14141160;7235;0;-2.19128;2.30423;99
14141340;7236;0;-2.16193;2.25018;54
14189723;7721;0;-7.90615;9.02718;46
14194874;7772;0;-7.97042;9.13464;57
14194953;7773;0;-7.90615;9.02718;63
14195145;7774;0;-7.27734;8.34033;53
14195352;7776;0;-7.579;8.62146;110
14205124;7875;0;-0.299707;3.05701;102
14205343;7877;0;-0.340531;3.15765;69
14206531;7888;0;-0.417925;2.50755;158
14207516;7898;0;-0.90115;2.9973;152
14207724;7901;0;-1.05874;3.41027;148
14207943;7903;0;-0.906575;2.95119;81
14211248;7936;0;-0.639577;3.10652;67
14211315;7937;0;-0.863255;3.14471;64
14212530;7949;0;-1.22687;3.29318;101
14212750;7950;0;-1.31182;3.55236;77
14215036;7974;0;-5.39217;5.76925;108
14215147;7975;0;-5.37332;5.76925;93
14215342;7976;0;-5.17983;5.6008;76
14215552;7978;0;-6.2134;6.79035;86
14215774;7980;0;-5.38731;5.99461;82
14215944;7982;0;-5.09166;5.85733;149
14216143;7985;0;-4.62105;5.48079;104
14216332;7986;0;-4.56235;5.32854;81
14216560;7988;0;-4.62932;5.3658;45
14217131;7994;37;-5.3674;6.3414;59
14217343;7996;37;-5.32595;6.3414;47
14217541;7998;37;-5.39761;6.50263;72
14217752;8000;37;-5.81295;6.97555;58
14217946;8002;37;-5.35801;6.55821;76
14226148;8084;0;-0.532214;3.13188;67
14226321;8086;0;-0.548209;3.10652;68
14226509;8089;0;-0.609121;3.10652;65
14226740;8091;0;-0.670744;3.15765;80
14226941;8092;0;-0.962899;3.06924;88
14227133;8094;0;-1.07319;3.15765;65
14228921;8113;0;-0.544673;3.14471;59
14229150;8115;0;-0.524119;3.14471;52
14231322;8136;0;-1.18124;3.1707;94
14231512;8139;0;-1.0703;3.11915;67
14231730;8141;0;-1.18558;3.2105;45
14232948;8152;0;-0.695973;3.13188;90
14239920;8222;0;-0.707776;3.09399;99
14241129;8234;0;-0.629425;3.10652;71
14241332;8236;0;-0.568117;2.9973;68
14242434;8248;0;-5.2979;5.76925;43
14244921;8272;0;-6.07333;7.03954;105
14245110;8275;0;-6.01812;6.97555;89
14245347;8277;0;-6.00908;6.9127;74
14245530;8278;0;-6.08651;6.97555;79
14245530;8278;45;-0.899121;3.05701;130
14245730;8280;0;-6.77273;7.17112;73
14245730;8280;45;-0.98255;3.13188;125
14245930;8282;0;-6.81597;6.97555;75
14245930;8282;45;-1.15212;3.45635;136
14246132;8284;0;-6.26887;6.61474;47
14246132;8284;45;-1.25377;3.99641;94
14246330;8286;0;-6.76055;7.52265;66
14246330;8286;45;-1.4715;4.59467;85
14246520;8288;0;-6.25797;6.67226;75
14246520;8288;45;-1.35509;3.8753;129
14246790;8290;0;-6.75109;7.37798;86
14246790;8290;45;-1.28214;3.47199;116
14247723;8300;0;-4.94496;5.3658;63
14247723;8300;45;-1.14183;3.42549;78
14247914;8303;0;-5.32625;5.6008;41
14247914;8303;45;-1.20239;3.14471;74
14249127;8315;0;-0.559453;3.05701;44
14249383;8316;0;-0.594382;2.84189;79
14249933;8322;0;-0.967988;2.82099;56
14250927;8333;0;-0.9763;3.14471;147
14251154;8334;0;-0.980318;3.15765;192
14251330;8336;0;-1.01145;3.22399;211
14251528;8338;0;-0.986233;3.2105;156
14251732;8340;0;-0.947976;3.11915;103
